date,value
1994-05-31,375.3636519944979
1994-06-30,364.66085926928287
1994-07-31,373.27950819672134
1994-08-31,426.2629246676514
1994-09-30,429.5323916220165
1994-10-31,419.7682752030578
1994-11-30,401.3067722644254
1994-12-31,393.03397657925126
1995-01-31,352.0437838274497
1995-02-28,348.2782038990092
1995-03-31,335.7364460144371
1995-04-30,336.8085266646581
1995-05-31,362.66559583906997
1995-06-30,358.50273058252424
1995-07-31,360.8179023914836
1995-08-31,361.5841507685178
1995-09-30,364.19385120863643
1995-10-31,347.6819407008086
1995-11-30,338.6300841244115
1995-12-31,359.42767542140336
1996-01-31,392.1345818124107
1996-02-29,388.878691141261
1996-03-31,388.84830116446005
1996-04-30,405.73600386100384
1996-05-31,405.064723601726
1996-06-30,403.21754584376765
1996-07-31,369.9761336515513
1996-08-31,375.78084351596374
1996-09-30,381.71835241730275
1996-10-31,372.14963707426017
1996-11-30,372.3850393700787
1996-12-31,380.743661971831
1997-01-31,417.3487103174603
1997-02-28,456.3980674661375
1997-03-31,450.0916390294991
1997-04-30,444.0751140751141
1997-05-31,448.9519727058
1997-06-30,476.49327671620665
1997-07-31,494.2935079105292
1997-08-31,443.1515945010755
1997-09-30,436.5695291867771
1997-10-31,356.1248211731044
1997-11-30,331.0832822488835
1997-12-31,341.4767515064304
1998-01-31,324.75296715429204
1998-02-28,358.3806114018177
1998-03-31,371.941398691606
1998-04-30,366.947011988652
1998-05-31,313.5679524152848
1998-06-30,279.7803195352215
1998-07-31,285.57324840764335
1998-08-31,204.6497507929316
1998-09-30,201.8427645788337
1998-10-31,213.66253432065895
1998-11-30,235.829980309905
1998-12-31,227.1520925484859
1999-01-31,222.73717498243147
1999-02-28,233.10401161735345
1999-03-31,271.2493018059951
1999-04-30,309.5706331980749
1999-05-31,310.4217674062739
1999-06-30,346.53175832687845
1999-07-31,326.68038152234897
1999-08-31,328.5671048898137
1999-09-30,312.68448195030476
1999-10-31,326.23074715392715
1999-11-30,371.20431811429137
1999-12-31,432.2884730240892
2000-01-31,445.39066489633336
2000-02-29,448.00185299567636
2000-03-31,455.3627132837852
2000-04-30,428.27848101265823
2000-05-31,395.83575190798666
2000-06-30,397.64022603599835
2000-07-31,391.01049442821596
2000-08-31,409.9988771614642
2000-09-30,375.19452367370224
2000-10-31,359.3477486040157
2000-11-30,319.6027176416398
2000-12-31,301.90865126276196
2001-01-31,343.2863445604218
2001-02-28,319.29606401384086
2001-03-31,302.93704710144925
2001-04-30,313.9161784587652
2001-05-31,332.07193396226415
2001-06-30,326.04716981132077
2001-07-31,295.40034266133637
2001-08-31,279.36449006333265
2001-09-30,237.06603876902858
2001-10-31,252.49834107498341
2001-11-30,285.00224769611145
2001-12-31,312.3227050947464
2002-01-31,329.24279263633207
2002-02-28,333.434285053751
2002-03-31,352.1377808344796
2002-04-30,343.33148312611013
2002-05-31,322.4693725364866
2002-06-30,280.36992481203004
2002-07-31,265.3071654911582
2002-08-31,267.9009457947727
2002-09-30,238.22718052738335
2002-10-31,252.78487429034874
2002-11-30,267.982270575199
2002-12-31,245.43530084866975
2003-01-31,238.16568047337282
2003-02-28,231.9671675013912
2003-03-31,222.05231757687014
2003-04-30,235.6562752672716
2003-05-31,238.0426323803079
2003-06-30,260.8436159971996
2003-07-31,278.97773458208167
2003-08-31,307.9536926878374
2003-09-30,290.14332303467216
2003-10-31,314.3279986233007
2003-11-30,309.4480573620143
2003-12-31,313.77513855898655
2004-01-31,331.79344315245476
2004-02-29,347.0373651151554
2004-03-31,357.18504581151836
2004-04-30,336.93814346697917
2004-05-31,323.3234956550254
2004-06-30,325.21431509666803
2004-07-31,320.97267214884954
2004-08-31,332.48451820658903
2004-09-30,343.18800870336054
2004-10-31,342.9017822093115
2004-11-30,358.8867995487025
2004-12-31,368.3833786065633
2005-01-31,385.75297276563094
2005-02-28,412.2999170249679
2005-03-31,394.66445541499536
2005-04-30,384.05417920815006
2005-05-31,417.36923201686807
2005-06-30,440.47634799867683
2005-07-31,470.01075002067313
2005-08-31,468.7588129201509
2005-09-30,516.2589270885235
2005-10-31,483.58562754720117
2005-11-30,535.2553318038915
2005-12-31,567.6977197592608
2006-01-31,611.2204984320845
2006-02-28,623.3650526315789
2006-03-31,616.4408460013219
2006-04-30,638.3257557629416
2006-05-31,559.6324215107243
2006-06-30,560.5820813340674
2006-07-31,565.8048092739093
2006-08-31,576.7613415298421
2006-09-30,591.3981042654028
2006-10-31,617.5307183364839
2006-11-30,639.4068181818182
2006-12-31,669.7327258921792
2007-01-31,673.7023313262313
2007-02-28,659.3974718037999
2007-03-31,680.1869650097613
2007-04-30,698.6218302094818
2007-05-31,743.3286255853714
2007-06-30,775.4039244724175
2007-07-31,807.537754432042
2007-08-31,787.350601970084
2007-09-30,842.0015515903802
2007-10-31,914.9207447913061
2007-11-30,832.4022762685455
2007-12-31,837.7970246586509
2008-01-31,723.6973772696704
2008-02-29,761.9839124414849
2008-03-31,691.496964330888
2008-04-30,758.8790218790218
2008-05-31,772.7140830539078
2008-06-30,682.6420959147424
2008-07-31,664.6012427134713
2008-08-31,648.4580929759077
2008-09-30,548.9323918059149
2008-10-31,445.1289488124167
2008-11-30,413.37550090359076
2008-12-31,409.5875547891069
2009-01-31,416.16963171036207
2009-02-28,398.9125276811136
2009-03-31,433.38367899008114
2009-04-30,509.5593220338984
2009-05-31,565.1851326429281
2009-06-30,556.8869392953163
2009-07-31,620.2581694723441
2009-08-31,613.3338004484305
2009-09-30,651.360376971932
2009-10-31,645.6513513513513
2009-11-30,663.7056513346203
