date,value
1994-06-30,169.45449932341003
1994-07-31,164.4
1994-08-31,169.9286065977351
1994-09-30,163.6466958921903
1994-10-31,166.07182672400063
1994-11-30,158.13803135606918
1994-12-31,162.2563087580406
1995-01-31,153.5422893610146
1995-02-28,153.15356343879833
1995-03-31,156.06051297803717
1995-04-30,159.8207291352817
1995-05-31,162.79027076640662
1995-06-30,165.766838592233
1995-07-31,170.14918659569682
1995-08-31,174.21951031126903
1995-09-30,185.04889306109678
1995-10-31,184.38582980361957
1995-11-30,190.8489619510689
1995-12-31,196.6938455507644
1996-01-31,205.06268846214888
1996-02-29,209.18754988028735
1996-03-31,211.56484287765193
1996-04-30,215.50997425997426
1996-05-31,222.54416673451112
1996-06-30,225.61030777930367
1996-07-31,213.461416070008
1996-08-31,214.21521482065435
1996-09-30,225.83810432569973
1996-10-31,228.50522453537528
1996-11-30,238.76614173228347
1996-12-31,241.58953722334007
1997-01-31,259.5221560846561
1997-02-28,271.78759382279355
1997-03-31,268.838366207017
1997-04-30,286.6769041769042
1997-05-31,300.58175137783223
1997-06-30,320.91118188251943
1997-07-31,354.8581560283688
1997-08-31,335.1472926213411
1997-09-30,352.4132592660049
1997-10-31,328.2653791130186
1997-11-30,327.8194237674052
1997-12-31,345.57064484216204
1998-01-31,363.6995123746435
1998-02-28,386.7547966584045
1998-03-31,414.1960748180227
1998-04-30,420.88587901528325
1998-05-31,414.7143114635905
1998-06-30,433.5094408133624
1998-07-31,452.05459508644225
1998-08-31,381.02854553692794
1998-09-30,361.377969762419
1998-10-31,373.6192694899742
1998-11-30,411.88425648489005
1998-12-31,448.5258591357605
1999-01-31,485.07817990161624
1999-02-28,482.5249591577419
1999-03-31,510.4980450567864
1999-04-30,514.390865339247
1999-05-31,504.74751338944145
1999-06-30,548.7771107668475
1999-07-31,528.2242378904059
1999-08-31,532.2727702638798
1999-09-30,530.5175808720113
1999-10-31,577.6887018080934
1999-11-30,642.2472021392492
1999-12-31,762.7652797133188
2000-01-31,733.5307935859463
2000-02-29,800.5394276302244
2000-03-31,843.7747304511671
2000-04-30,823.6323610346725
2000-05-31,743.3752552939911
2000-06-30,764.2570113017998
2000-07-31,758.1283133181868
2000-08-31,834.7058163036156
2000-09-30,754.6605818596693
2000-10-31,740.4835452061304
2000-11-30,691.8585905112851
2000-12-31,666.7941966684579
2001-01-31,638.0566017432476
2001-02-28,610.181660899654
2001-03-31,602.3301630434783
2001-04-30,627.5326723749438
2001-05-31,655.746462264151
2001-06-30,644.9375000000001
2001-07-31,616.1553398058253
2001-08-31,580.3232146756934
2001-09-30,532.1837695761691
2001-10-31,523.8232691882328
2001-11-30,543.4603281636323
2001-12-31,557.119028707591
2002-01-31,563.7536181544517
2002-02-28,561.3455091896891
2002-03-31,579.914030261348
2002-04-30,560.4851243339253
2002-05-31,543.913923511239
2002-06-30,491.9528822055138
2002-07-31,469.5226413165696
2002-08-31,469.13251296654124
2002-09-30,445.47768762677487
2002-10-31,442.75851581508516
2002-11-30,436.5246297975219
2002-12-31,398.89100791456093
2003-01-31,376.0123890532545
2003-02-28,375.39417547764793
2003-03-31,372.35704451583297
2003-04-30,388.7440481538047
2003-05-31,382.65352732194214
2003-06-30,399.5064321344185
2003-07-31,408.9671320021206
2003-08-31,429.41612519447244
2003-09-30,407.0357020254034
2003-10-31,431.63138874548275
2003-11-30,423.0656995164249
2003-12-31,415.38004750593825
2004-01-31,428.421350129199
2004-02-29,435.6538895152198
2004-03-31,459.5680628272251
2004-04-30,454.4764375993973
2004-05-31,449.73520249221184
2004-06-30,465.4742904154669
2004-07-31,450.39372040867187
2004-08-31,453.4571876806209
2004-09-30,456.92803610282857
2004-10-31,453.22917484493996
2004-11-30,466.06919894697256
2004-12-31,465.4900521253946
2005-01-31,480.51937092443416
2005-02-28,510.3417062683864
2005-03-31,510.41576673866086
2005-04-30,489.22512927375163
2005-05-31,529.1955234774147
2005-06-30,562.724115117433
2005-07-31,587.242206235012
2005-08-31,600.5402525004099
2005-09-30,638.1722305264906
2005-10-31,612.8861349080929
2005-11-30,647.5681876115218
2005-12-31,686.9271848775113
2006-01-31,719.3513781152005
2006-02-28,716.7562105263158
2006-03-31,727.682584269663
2006-04-30,726.9522214245832
2006-05-31,666.1237177494561
2006-06-30,670.2257531660505
2006-07-31,664.3855251821102
2006-08-31,662.1064508598554
2006-09-30,667.8412322274881
2006-10-31,706.6320100819155
2006-11-30,705.4689393939394
2006-12-31,730.6097190584662
2007-01-31,755.1258298595028
2007-02-28,738.6730754674136
2007-03-31,755.7756419882865
2007-04-30,767.5464902609335
2007-05-31,801.5624767709805
2007-06-30,793.4231766012588
2007-07-31,778.3723644852994
2007-08-31,769.0215249908791
2007-09-30,802.9748219197405
2007-10-31,823.9316120993977
2007-11-30,771.9314409592847
2007-12-31,780.6548468174717
2008-01-31,691.1674512441157
2008-02-29,690.2195556141623
2008-03-31,653.2405767771313
2008-04-30,708.9504504504505
2008-05-31,730.8447253030694
2008-06-30,706.6404465871607
2008-07-31,655.0188969316507
2008-08-31,677.004411265694
2008-09-30,580.9606376284696
2008-10-31,562.4935329622951
2008-11-30,524.6499567847883
2008-12-31,493.773801825106
2009-01-31,489.15574282147315
2009-02-28,444.40920594748496
2009-03-31,445.1532912533814
2009-04-30,465.1615819209039
2009-05-31,461.34983685629163
2009-06-30,455.69336352058866
2009-07-31,492.87381524968174
2009-08-31,497.6765695067264
2009-09-30,506.5587652803388
2009-10-31,494.8337837837838
2009-11-30,508.0875990148439
2009-12-31,544.7841177287241
