date,value
1998-11-30,347.23825014981594
1998-12-31,364.90387887036405
1999-01-31,385.849437807449
1999-02-28,383.68669449990927
1999-03-31,406.7398994600633
1999-04-30,425.15900726620737
1999-05-31,411.62872991583777
1999-06-30,438.07319907048804
1999-07-31,415.478773143819
1999-08-31,421.2437340395347
1999-09-30,409.60431317393346
1999-10-31,440.428585095188
1999-11-30,467.5487768644152
1999-12-31,507.91956997810075
2000-01-31,479.85599019507714
2000-02-29,475.6166357834054
2000-03-31,521.6968491573327
2000-04-30,526.8277380297193
2000-05-31,509.92368053316136
2000-06-30,517.4905818334031
2000-07-31,529.7544087417505
2000-08-31,555.019088255109
2000-09-30,546.7632629777524
2000-10-31,572.7884044196269
2000-11-30,535.2176416397974
2000-12-31,516.4449220849007
2001-01-31,514.4399010007533
2001-02-28,473.609429065744
2001-03-31,462.94723731884056
2001-04-30,495.23884632717443
2001-05-31,510.4634433962264
2001-06-30,497.2393867924528
2001-07-31,486.56196459166193
2001-08-31,441.96440270801486
2001-09-30,414.13755338955207
2001-10-31,425.780800707808
2001-11-30,459.322319622387
2001-12-31,471.7020310904346
2002-01-31,475.1557253676045
2002-02-28,474.93931337417644
2002-03-31,484.73406694176987
2002-04-30,447.3401420959147
2002-05-31,424.7789496111644
2002-06-30,382.8541353383458
2002-07-31,357.705202902995
2002-08-31,357.3405878165362
2002-09-30,319.2444219066937
2002-10-31,349.2051905920519
2002-11-30,362.92233303112727
2002-12-31,327.4435014780204
2003-01-31,305.50573224852076
2003-02-28,299.2088666295678
2003-03-31,296.68747131711797
2003-04-30,316.53669930823827
2003-05-31,312.6315344273389
2003-06-30,324.85079198389775
2003-07-31,331.5780173175473
2003-08-31,349.52594490711084
2003-09-30,326.2306900102987
2003-10-31,345.59198072620893
2003-11-30,338.9536434884109
2003-12-31,339.78147268408554
2004-01-31,349.36773255813955
2004-02-29,354.4999194717346
2004-03-31,355.38939790575915
2004-04-30,360.50891437180877
2004-05-31,355.8911296933924
2004-06-30,363.3163307280954
2004-07-31,358.32959548135227
2004-08-31,359.28742465527205
2004-09-30,358.20049963736
2004-10-31,352.56653843134177
2004-11-30,353.80744640842425
2004-12-31,360.4368254900521
2005-01-31,368.952052167242
2005-02-28,376.82431922757786
2005-03-31,378.31147793890773
2005-04-30,368.8299760747086
2005-05-31,396.17468169653716
2005-06-30,409.1969897452861
2005-07-31,422.47415860415117
2005-08-31,416.2116740449254
2005-09-30,428.0501577810995
2005-10-31,421.1710887465691
2005-11-30,444.26204435381084
2005-12-31,446.5440366194795
2006-01-31,449.4116190790559
2006-02-28,460.3107368421053
2006-03-31,461.31196298744214
2006-04-30,459.49668979819734
2006-05-31,433.2172831830899
2006-06-30,439.52646896877206
2006-07-31,437.93138560350906
2006-08-31,446.97144191113534
2006-09-30,458.9873617693523
2006-10-31,477.43383742911146
2006-11-30,470.9560606060606
2006-12-31,480.9210326499621
2007-01-31,493.303226802532
2007-02-28,479.909923548558
2007-03-31,484.7822495870251
2007-04-30,498.9599411980889
2007-05-31,519.2700512896752
2007-06-30,516.217697149204
2007-07-31,498.89618443131246
2007-08-31,502.6990149580445
2007-09-30,516.9419564144157
2007-10-31,526.8623243579982
2007-11-30,498.189824537633
2007-12-31,493.9127776645609
2008-01-31,449.17014122394085
2008-02-29,438.0325707127316
2008-03-31,414.4858335441437
2008-04-30,441.6106821106821
2008-05-31,450.6312870776374
2008-06-30,415.1160872874905
2008-07-31,407.1827557491513
2008-08-31,427.7095351204615
2008-09-30,394.65566664336154
2008-10-31,361.4980010974367
2008-11-30,345.1834682171761
2008-12-31,324.38815836746426
2009-01-31,324.28058676654183
2009-02-28,296.9226510597912
2009-03-31,304.25383228133455
2009-04-30,334.3871939736347
2009-05-31,343.1472549297773
2009-06-30,344.1559360407528
2009-07-31,370.2192672230868
2009-08-31,376.3424887892377
2009-09-30,380.4616540326436
2009-10-31,376.1385135135135
2009-11-30,387.30147107768084
2009-12-31,411.7666250173539
2010-01-31,407.24974939137905
2010-02-28,424.8798820928519
2010-03-31,451.43705022627785
2010-04-30,456.24183251971465
2010-05-31,446.46705127163403
2010-06-30,437.6546328742564
2010-07-31,443.53008903899297
2010-08-31,442.48264984227126
2010-09-30,450.482121922626
2010-10-31,462.56837699357726
2010-11-30,483.8744422218803
2010-12-31,500.04340667564736
2011-01-31,495.8683903009056
2011-02-28,506.19199074743386
2011-03-31,494.2415710565214
2011-04-30,496.3418573351278
2011-05-31,504.45603058741744
2011-06-30,495.87421296616617
2011-07-31,496.8863955119214
2011-08-31,464.1681660899653
2011-09-30,454.38643264459745
2011-10-31,482.8712234840369
2011-11-30,495.1170070055149
2011-12-31,513.0852461550352
2012-01-31,527.4810261080753
2012-02-29,544.0839098415532
2012-03-31,551.7580113806529
2012-04-30,557.0357196912366
2012-05-31,542.8759171168266
2012-06-30,559.7728355837967
2012-07-31,585.0276782806903
2012-08-31,581.9934977400682
2012-09-30,580.9404485692189
2012-10-31,573.2055722312015
2012-11-30,581.0649930694594
2012-12-31,577.3995755646506
2013-01-31,589.9675276752768
2013-02-28,609.7052326909894
2013-03-31,640.4755954705194
2013-04-30,643.9726132190943
2013-05-31,648.3084730124558
2013-06-30,625.0351681957187
2013-07-31,647.7634651600754
2013-08-31,636.7631280695127
2013-09-30,654.6560533135876
2013-10-31,672.9081445641815
2013-11-30,689.0830945558739
2013-12-31,695.4985135233123
2014-01-31,675.4638946433856
2014-02-28,697.9273148483313
2014-03-31,701.7921380910936
2014-04-30,711.667870036101
2014-05-31,734.9158521349306
